fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id
6.1,0.38,0.47,1.4,0.051,59,210,0.99309,3.24,0.5,9.6,Low,2942
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,High,2943
7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,Low,2944
7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1,Low,2945
7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,Low,2946
5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,Low,2947
6.8,0.37,0.67,1.5,0.175,16,98,0.99244,3.06,0.56,10.3,Low,2948
6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,High,2949
8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10,Low,2950
7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,High,2951
5.9,0.62,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12,Low,2952
7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,Low,2953
7.4,0.28,0.42,19.8,0.066,53,195,1,2.96,0.44,9.1,Low,2954
4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,Low,2955
5.8,0.28,0.35,2.3,0.053,36,114,0.9924,3.28,0.5,10.2,Low,2956
8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,Low,2957
6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,Low,2958
6.7,0.66,0,13,0.033,32,75,0.99551,3.15,0.5,10.7,Low,2959
6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,Low,2960
6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,Low,2961
7.3,0.37,0.16,14.9,0.048,59,240,0.99902,3.13,0.45,8.9,Low,2962
7.4,0.27,0.28,1.8,0.04,45,121,0.99043,3.02,0.4,11.9,Low,2963
8.3,0.4,0.41,8.2,0.05,15,122,0.9979,3.39,0.49,9.3,Low,2964
6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,High,2965
6.8,0.32,0.33,0.7,0.027,15,66,0.9899,3.11,0.31,11.8,Low,2966
7.5,0.27,0.79,11.95,0.04,51,159,0.99839,2.98,0.44,8.7,Low,2967
6.1,0.34,0.31,12,0.053,46,238,0.9977,3.16,0.48,8.6,Low,2968
5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,Low,2969
7,0.57,0.1,8.3,0.094,23,188,0.9972,3.4,0.47,9.2,Low,2970
6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,Low,2971
6.3,0.23,0.49,7.1,0.05,67,210,0.9951,3.23,0.34,9.5,Low,2972
5.9,0.26,0.29,5.4,0.046,34,116,0.99224,3.24,0.41,11.4,Low,2973
7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,Low,2974
7.2,0.51,0.24,10,0.093,35,197,0.9981,3.41,0.47,9,Low,2975
6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,Low,2976
7.7,0.42,0.31,9.2,0.048,22,221,0.9969,3.06,0.61,9.2,Low,2977
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,High,2978
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,Low,2979
6,0.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3,High,2980
6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,Low,2981
6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9,Low,2982
5.7,0.44,0.13,7,0.025,28,173,0.9913,3.33,0.48,12.5,Low,2983
6.2,0.355,0.35,2,0.046,31,95,0.98822,3.06,0.46,13.6,Low,2984
7,0.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8,Low,2985
8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7,Low,2986
6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5,High,2987
7,0.2,0.74,0.8,0.044,19,163,0.9931,3.46,0.53,10.2,Low,2988
7.2,0.32,0.24,5.6,0.033,23,120,0.99334,2.92,0.66,10.3,High,2989
7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,Low,2990
7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5,Low,2991
6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5,Low,2992
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,High,2993
7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,Low,2994
7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,High,2995
6.2,0.53,0.02,0.9,0.035,6,81,0.99234,3.24,0.35,9.5,Low,2996
8.1,0.43,0.42,6.6,0.033,36,141,0.9918,2.98,0.39,13.3,High,2997
7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,Low,2998
6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.5666666666667,Low,2999
5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,Low,3000
6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8,Low,3001
6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,Low,3002
6.9,0.27,0.4,14,0.05,64,227,0.9979,3.18,0.58,9.6,Low,3003
6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,Low,3004
5.1,0.39,0.21,1.7,0.027,15,72,0.9894,3.5,0.45,12.5,Low,3005
7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,High,3006
6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,Low,3007
8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,Low,3008
5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,High,3009
6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,High,3010
6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,Low,3011
9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,Low,3012
5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,Low,3013
6.4,0.33,0.28,1.1,0.038,30,110,0.9917,3.12,0.42,10.5,Low,3014
6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,Low,3015
8.3,0.28,0.4,7.8,0.041,38,194,0.9976,3.34,0.51,9.6,Low,3016
6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,Low,3017
6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,Low,3018
7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,Low,3019
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,Low,3020
8.1,0.25,0.34,10.1,0.05,30,121,0.99724,3.17,0.49,10.1,Low,3021
7.2,0.21,0.34,1.1,0.046,25,80,0.992,3.25,0.4,11.3,Low,3022
6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,Low,3023
7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.3666666666667,Low,3024
5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,Low,3025
6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,High,3026
7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,Low,3027
7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,Low,3028
7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,Low,3029
6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4,High,3030
5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,High,3031
6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,Low,3032
6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,Low,3033
6.8,0.32,0.43,1.6,0.05,4,65,0.99346,3.27,0.47,10.7,Low,3034
6,0.27,0.32,3.6,0.035,36,133,0.99215,3.23,0.46,10.8,Low,3035
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,High,3036
6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,Low,3037
6.1,0.34,0.24,18.35,0.05,33,184,0.99943,3.12,0.61,9.3,Low,3038
6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,Low,3039
7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,Low,3040
6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,Low,3041
8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,Low,3042
9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,Low,3043
6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,High,3044
5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9,Low,3045
7.4,0.64,0.47,14.15,0.168,42,185,0.9984,2.9,0.49,9.3,Low,3046
7.7,0.2,0.44,13.9,0.05,44,130,0.99855,3.11,0.48,10,Low,3047
6,0.14,0.17,5.6,0.036,37,127,0.99373,3.05,0.57,9.8,Low,3048
5.7,0.31,0.29,7.3,0.05,33,143,0.99332,3.31,0.5,11.0666666666667,Low,3049
7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3,High,3050
6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,High,3051
9.8,0.93,0.45,8.6,0.052,34,187,0.9994,3.12,0.59,10.2,Low,3052
6.9,0.26,0.38,10.5,0.044,33,139,0.99517,3.06,0.5,10.3,Low,3053
6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2,Low,3054
7.6,0.37,0.51,11.7,0.094,58,181,0.99776,2.91,0.51,9,Low,3055
8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,Low,3056
8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,Low,3057
6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,High,3058
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,High,3059
7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,Low,3060
7.3,0.51,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8,Low,3061
6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,Low,3062
9.4,0.3,0.32,10.7,0.029,14,111,0.9958,2.85,0.42,10.6,Low,3063
6,0.26,0.18,7,0.055,50,194,0.99591,3.21,0.43,9,Low,3064
7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,High,3065
7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,Low,3066
8.3,0.23,0.3,2.1,0.049,21,153,0.9953,3.09,0.5,9.6,Low,3067
8,0.14,0.49,1.5,0.035,42,120,0.9928,3.26,0.4,10.6,High,3068
7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,Low,3069
6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,Low,3070
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,High,3071
6.5,0.19,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8,High,3072
6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,Low,3073
6.5,0.28,0.35,9.8,0.067,61,180,0.9972,3.15,0.57,9,Low,3074
6.4,0.25,0.41,8.6,0.042,57,173,0.9965,3,0.44,9.1,Low,3075
6.8,0.37,0.47,11.2,0.071,44,136,0.9968,2.98,0.88,9.2,Low,3076
7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,Low,3077
6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,Low,3078
7.9,0.31,0.22,13.3,0.048,46,212,0.99942,3.47,0.59,10,Low,3079
7.4,0.28,0.4,11.9,0.032,13,92,0.99629,3.01,0.46,10.8,Low,3080
6.5,0.2,0.24,9.2,0.044,25,150,0.99502,3.22,0.44,10.5,Low,3081
6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,Low,3082
6.9,0.23,0.32,16.4,0.045,62,153,0.9972,3.22,0.42,10.5,Low,3083
6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,Low,3084
6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,High,3085
6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,Low,3086
7.3,0.14,0.49,1.1,0.038,28,99,0.9928,3.2,0.72,10.6,Low,3087
7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,Low,3088
6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,Low,3089
6.8,0.12,0.31,5.2,0.045,29,120,0.9942,3.41,0.46,9.8,High,3090
6.2,0.76,0.01,3.2,0.041,18,120,0.99026,3.2,0.94,13.7,High,3091
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,Low,3092
8.6,0.23,0.25,11.3,0.031,13,96,0.99645,3.11,0.4,10.8,Low,3093
6.3,0.24,0.35,2.3,0.039,43,109,0.99056,3.34,0.44,11.8,Low,3094
7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2,Low,3095
7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11,Low,3096
6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,Low,3097
7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9,Low,3098
7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,Low,3099
6.4,0.35,0.35,5.6,0.034,9,148,0.99441,3.17,0.5,9.8,Low,3100
5,0.255,0.22,2.7,0.043,46,153,0.99238,3.75,0.76,11.3,Low,3101
7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,High,3102
6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,Low,3103
6.1,0.36,0.26,8.15,0.035,14,88,0.99031,3.06,0.27,13,High,3104
5.7,0.22,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,High,3105
7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4,Low,3106
7.2,0.685,0.21,9.5,0.07,33,172,0.9971,3,0.55,9.1,Low,3107
7.5,0.16,0.38,12.7,0.043,70.5,163,0.99706,3.15,0.82,10.4,High,3108
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,High,3109
6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,Low,3110
6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,Low,3111
7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,High,3112
7.6,0.21,0.35,1.2,0.041,7,106,0.9914,3.06,0.45,11.3,Low,3113
5.8,0.18,0.28,1.3,0.034,9,94,0.99092,3.21,0.52,11.2,Low,3114
7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,Low,3115
7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,Low,3116
5.2,0.5,0.18,2,0.036,23,129,0.98949,3.36,0.77,13.4,High,3117
6.4,0.42,0.46,8.4,0.05,58,180,0.99495,3.18,0.46,9.7,Low,3118
6.7,0.3,0.44,18.5,0.057,65,224,0.99956,3.11,0.53,9.1,Low,3119
6.2,0.34,0.3,11.1,0.047,28,237,0.9981,3.18,0.49,8.7,Low,3120
6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,High,3121
8.1,0.2,0.49,8.1,0.051,51,205,0.9954,3.1,0.52,11,Low,3122
7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,Low,3123
5.9,0.32,0.19,14.5,0.042,37,115,0.99684,3.16,0.43,10.3,Low,3124
7.2,0.22,0.49,1,0.045,34,140,0.99,3.05,0.34,12.7,Low,3125
8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,Low,3126
6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,Low,3127
7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,Low,3128
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,Low,3129
6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,Low,3130
6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.75,Low,3131
6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,Low,3132
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,Low,3133
6.4,0.31,0.27,7.4,0.049,48,169,0.99323,3.27,0.45,11.1,Low,3134
6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,Low,3135
6.7,0.28,0.14,1.4,0.043,64,159,0.992,3.17,0.39,10,Low,3136
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,Low,3137
6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,High,3138
7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,Low,3139
6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,High,3140
7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,Low,3141
6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11,High,3142
6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3,High,3143
6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,Low,3144
6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,Low,3145
7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,High,3146
6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3,Low,3147
6.1,0.6,0,1.3,0.042,24,79,0.9937,3.31,0.38,9.4,Low,3148
6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,Low,3149
6.2,0.21,0.18,11.6,0.044,61,155,0.99655,3.14,0.52,9.4,Low,3150
6.5,0.24,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8,Low,3151
6.7,0.17,0.37,2,0.039,34,125,0.9922,3.26,0.6,10.8,High,3152
7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,Low,3153
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,Low,3154
6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,Low,3155
8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,Low,3156
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,Low,3157
6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,Low,3158
5.9,0.22,0.3,1.3,0.052,42,86,0.99069,3.31,0.47,11.55,Low,3159
8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,Low,3160
5.9,0.21,0.23,7.9,0.033,22,130,0.9944,3.38,0.59,10.9,Low,3161
5.9,0.15,0.31,5.8,0.041,53,155,0.9945,3.52,0.46,10.5,Low,3162
6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,Low,3163
6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,Low,3164
6.5,0.425,0.4,13.1,0.038,59,241,0.9979,3.23,0.57,9,Low,3165
6.2,0.41,0.22,1.9,0.023,5,56,0.98928,3.04,0.79,13,High,3166
5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,High,3167
7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,Low,3168
5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,Low,3169
6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12,Low,3170
6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,Low,3171
5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,Low,3172
6.5,0.48,0.02,0.9,0.043,32,99,0.99226,3.14,0.47,9.8,Low,3173
7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,Low,3174
5.8,0.315,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55,Low,3175
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,Low,3176
6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,High,3177
5.1,0.31,0.3,0.9,0.037,28,152,0.992,3.54,0.56,10.1,Low,3178
6.4,0.29,0.32,2.4,0.014,34,89,0.99008,3.24,0.66,12.5,High,3179
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,Low,3180
6.3,0.22,0.28,2.4,0.042,38,102,0.98998,3.14,0.37,11.6,High,3181
8.4,0.19,0.42,1.6,0.047,9,101,0.994,3.06,0.65,11.1,Low,3182
7.6,0.29,0.29,4.4,0.051,26,146,0.9939,3.16,0.39,10.2,Low,3183
6.9,0.38,0.32,8.5,0.044,36,152,0.9932,3.38,0.35,12,High,3184
8.1,0.31,0.24,1.6,0.032,10,67,0.9924,3.08,0.47,10.5,Low,3185
7.3,0.815,0.09,11.4,0.044,45,204,0.99713,3.15,0.46,9,Low,3186
6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3,Low,3187
7.1,0.29,0.28,9.3,0.048,50,141,0.9949,3.13,0.49,10.3,Low,3188
6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.1333333333333,High,3189
6,0.21,0.24,12.1,0.05,55,164,0.997,3.34,0.39,9.4,Low,3190
6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,Low,3191
6.4,0.12,0.3,1.1,0.031,37,94,0.98986,3.01,0.56,11.7,Low,3192
6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,Low,3193
6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,Low,3194
6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,Low,3195
7,0.24,0.51,11,0.029,55,227,0.9965,3.03,0.61,9.5,Low,3196
7.5,0.28,0.33,7.7,0.048,42,180,0.9974,3.37,0.59,10.1,Low,3197
6.9,0.37,0.28,13.8,0.031,34,137,0.9948,3.1,0.37,11.6,Low,3198
6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,High,3199
6.9,0.25,0.35,1.3,0.039,29,191,0.9908,3.13,0.52,11,Low,3200
7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2,Low,3201
5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,Low,3202
7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4,Low,3203
7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,Low,3204
7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,Low,3205
8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,Low,3206
6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12,Low,3207
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,Low,3208
7.3,0.41,0.29,1.8,0.032,26,74,0.98889,2.96,0.35,13,High,3209
7.5,0.17,0.34,1.4,0.035,13,102,0.9918,3.05,0.74,11,Low,3210
6,0.21,0.38,0.8,0.02,22,98,0.98941,3.26,0.32,11.8,Low,3211
6.2,0.15,0.46,1.6,0.039,38,123,0.993,3.38,0.51,9.7,Low,3212
6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,Low,3213
6.8,0.45,0.36,5,0.033,28,156,0.991,3.11,0.4,12.4,High,3214
6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,High,3215
6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,Low,3216
6.8,0.18,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11,High,3217
7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,Low,3218
6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,Low,3219
6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4,High,3220
6.2,0.18,0.38,1.5,0.028,36,117,0.993,3.47,0.54,9.7,Low,3221
6.1,0.105,0.31,1.3,0.037,55,145,0.9912,3.41,0.41,11.1,High,3222
5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,High,3223
7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,Low,3224
7.1,0.2,0.34,16,0.05,51,166,0.9985,3.21,0.6,9.2,Low,3225
7.6,0.33,0.35,6.3,0.036,12,126,0.9924,3.16,0.39,12,High,3226
6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,Low,3227
6.45,0.14,0.42,1.2,0.05,51,129,0.99116,3.27,0.69,11.1,High,3228
6.9,0.2,0.36,1.5,0.031,38,147,0.9931,3.35,0.56,11,Low,3229
6.2,0.3,0.3,2.5,0.041,29,82,0.99065,3.31,0.61,11.8,High,3230
6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,High,3231
6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,High,3232
7.4,0.31,0.48,14.2,0.042,62,204,0.9983,3.06,0.59,9.4,Low,3233
7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,Low,3234
6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,Low,3235
7.1,0.34,0.86,1.4,0.174,36,99,0.99288,2.92,0.5,9.3,Low,3236
5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,High,3237
9.6,0.25,0.54,1.3,0.04,16,160,0.9938,2.94,0.43,10.5,Low,3238
7.6,0.27,0.24,3.8,0.058,19,115,0.9958,3.15,0.45,8.9,Low,3239
9.1,0.59,0.38,1.6,0.066,34,182,0.9968,3.23,0.38,8.5,Low,3240
6.2,0.29,0.29,5.6,0.046,35,178,0.99313,3.25,0.51,10.5333333333333,Low,3241
7.1,0.25,0.32,10.3,0.041,66,272,0.9969,3.17,0.52,9.1,Low,3242
6.7,0.17,0.42,10.4,0.038,85,182,0.99628,3.04,0.44,8.9,Low,3243
